manufacturer,name,chip,released,bus,memory,clock,memory_clock,shaders,tmus,rops
ATI,Radeon SDR,Rage 6,2000-06-01,AGP 4x,"32 MB, SDR, 128 bit",166 MHz,166 MHz,3,6,2
ATI,Radeon SDR PCI,Rage 6,2000-06-01,PCI,"32 MB, SDR, 128 bit",166 MHz,166 MHz,3,6,2
ATI,All-In-Wonder Radeon 8500,R200,2001-11-14,AGP 8x,"128 MB, DDR, 128 bit",230 MHz,190 MHz,6,8,4
ATI,All-In-Wonder Radeon 8500DV,R200,2001-08-30,AGP 8x,"64 MB, DDR, 128 bit",230 MHz,190 MHz,6,8,4
ATI,FireGL 8700,R200,2001-08-14,AGP 4x,"64 MB, DDR, 128 bit",250 MHz,270 MHz,6,8,4
ATI,FireGL 8800,R200,2001-08-14,AGP 4x,"128 MB, DDR, 128 bit",300 MHz,290 MHz,6,8,4
ATI,Mobility FireGL 7800,M7,2001-09-29,AGP 4x,"64 MB, DDR, 128 bit",280 MHz,200 MHz,2,2,2
ATI,Mobility Radeon,M6,2001-12-01,AGP 4x,"16 MB, DDR, 64 bit",144 MHz,144 MHz,1,3,1
ATI,Mobility Radeon,M6,2001-12-01,AGP 4x,"16 MB, DDR, 64 bit",144 MHz,144 MHz,1,3,1
ATI,Mobility Radeon 7500,M7,2001-12-01,AGP 4x,"32 MB, DDR, 64 bit",230 MHz,183 MHz,3,2,1
ATI,Mobility Radeon 7500,M7,2001-12-01,AGP 4x,"32 MB, DDR, 64 bit",280 MHz,200 MHz,2,2,1
ATI,Mobility Radeon 7500C,M7,2001-12-01,AGP 4x,"16 MB, DDR, 64 bit",230 MHz,183 MHz,3,2,1
ATI,Mobility Radeon-P,M6,2001-12-01,AGP 4x,"32 MB, DDR, 64 bit",166 MHz,166 MHz,1,3,1
ATI,Radeon 7000,RV100,2001-02-19,AGP 4x,"32 MB, DDR, 64 bit",183 MHz,183 MHz,1,3,1
ATI,Radeon 7000 PCI,RV100,2001-02-19,PCI,"32 MB, DDR, 64 bit",133 MHz,133 MHz,1,3,1
ATI,Radeon 7500,RV200,2001-08-14,AGP 4x,"64 MB, DDR, 128 bit",290 MHz,230 MHz,3,6,2
ATI,Radeon 7500 LE,RV200,2001-08-14,AGP 4x,"64 MB, DDR, 128 bit",250 MHz,175 MHz,3,6,2
ATI,Radeon 8500,R200,2001-08-14,AGP 4x,"64 MB, DDR, 128 bit",275 MHz,275 MHz,6,8,4
ATI,Radeon DDR VIVO,Rage 6,2001-08-14,AGP 4x,"64 MB, DDR, 128 bit",183 MHz,183 MHz,3,6,2
ATI,Radeon DDR VIVO OEM,Rage 6,2001-08-14,AGP 4x,"64 MB, DDR, 128 bit",166 MHz,166 MHz,3,6,2
ATI,Radeon DDR VIVO SE,Rage 6,2001-08-14,AGP 4x,"64 MB, DDR, 128 bit",187 MHz,180 MHz,3,6,2
ATI,Radeon LE,Rage 6,2001-05-01,AGP 4x,"32 MB, DDR, 128 bit",148 MHz,148 MHz,3,6,2
ATI,Radeon VE,Rage 6,2001-02-19,AGP 4x,"32 MB, DDR, 64 bit",183 MHz,183 MHz,1,3,1
ATI,Radeon VE PCI,Rage 6,2001-02-19,PCI,"32 MB, DDR, 64 bit",183 MHz,183 MHz,1,3,1
ATI,All-In-Wonder 9500,R300,2002-07-01,AGP 8x,"128 MB, DDR, 128 bit",277 MHz,270 MHz,8,4,4
ATI,All-In-Wonder Radeon 7500,RV200,2002-04-16,PCI,"64 MB, DDR, 128 bit",260 MHz,180 MHz,2,6,2
ATI,All-In-Wonder VE,RV200,2002-12-02,PCI,"64 MB, DDR, 128 bit",260 MHz,250 MHz,2,6,2
ATI,FireGL X1-128,R300,2002-07-01,AGP 8x,"128 MB, DDR, 256 bit",325 MHz,310 MHz,12,8,8
ATI,FireGL X1-256,R300,2002-07-01,AGP 8x,"256 MB, DDR, 256 bit",325 MHz,310 MHz,12,8,8
ATI,FireGL Z1-128,R300,2002-10-01,AGP 8x,"128 MB, DDR, 256 bit",325 MHz,310 MHz,8,4,4
ATI,Mobility FireGL 9000,M9,2002-05-31,AGP 4x,"64 MB, DDR, 128 bit",250 MHz,200 MHz,5,4,4
ATI,Mobility Radeon 9000,M9,2002-09-01,AGP 4x,"64 MB, DDR, 64 bit",240 MHz,200 MHz,5,4,4
ATI,Mobility Radeon 9000,M9,2002-09-01,AGP 4x,"32 MB, DDR, 64 bit",240 MHz,200 MHz,5,4,4
ATI,Mobility Radeon 9000,M9,2002-09-01,AGP 4x,"64 MB, DDR, 64 bit",240 MHz,200 MHz,5,4,4
ATI,Radeon 7500 Mac Edition,RV200,2002-04-16,AGP 4x,"32 MB, DDR, 128 bit",260 MHz,180 MHz,3,6,2
ATI,Radeon 8500 LE,R200,2002-02-04,AGP 4x,"64 MB, DDR, 128 bit",250 MHz,250 MHz,6,8,4
ATI,Radeon 8500 X4,R200,Never Released,PCI-X,"64 MB, DDR, 64 bit",250 MHz,250 MHz,6,8,4
ATI,Radeon 8500 XT,R250,Never Released,AGP 4x,"128 MB, DDR, 128 bit",300 MHz,300 MHz,6,8,4
ATI,Radeon 9000,RV250,2002-07-01,AGP 4x,"64 MB, DDR, 128 bit",250 MHz,200 MHz,5,4,4
ATI,Radeon 9000 LE,RV250,2002-07-01,AGP 4x,"64 MB, DDR, 128 bit",250 MHz,200 MHz,5,4,4
ATI,Radeon 9000 PRO,RV250,2002-07-01,AGP 4x,"64 MB, DDR, 128 bit",275 MHz,275 MHz,5,4,4
ATI,Radeon 9500 PRO,R300,2002-10-01,AGP 8x,"128 MB, DDR, 128 bit",275 MHz,270 MHz,12,8,8
ATI,Radeon 9700,R300,2002-07-01,AGP 8x,"128 MB, DDR, 256 bit",275 MHz,270 MHz,12,8,8
ATI,Radeon 9700 PRO,R300,2002-07-01,AGP 8x,"128 MB, DDR, 256 bit",325 MHz,310 MHz,12,8,8
ATI,Radeon 9700 PRO X4,R300,2002-07-01,PCI,"128 MB, DDR, 256 bit",325 MHz,310 MHz,12,8,8
ATI,Radeon IGP 320,RS100,2002-10-05,AGP 4x,System Shared,160 MHz,System Shared,1,1,1
ATI,Radeon IGP 320M,RS100,2002-10-05,AGP 4x,System Shared,160 MHz,System Shared,1,1,1
ATI,Radeon IGP 330M,RS200,2002-05-01,AGP 4x,System Shared,183 MHz,System Shared,1,2,2
ATI,Radeon IGP 340,RS200,2002-10-05,AGP 4x,System Shared,183 MHz,System Shared,1,2,2
ATI,Radeon IGP 340M,RS200,2002-10-05,AGP 4x,System Shared,183 MHz,System Shared,1,2,2
ATI,Radeon IGP 345M,RS200,2002-10-05,AGP 4x,System Shared,183 MHz,System Shared,3,2,2
ATI,Radeon IGP 350M,RS200,2002-10-05,AGP 4x,System Shared,183 MHz,System Shared,1,2,2
ATI,All-In-Wonder 9000 PRO,RV250,2003-03-31,AGP 8x,"128 MB, DDR, 128 bit",275 MHz,225 MHz,5,4,4
ATI,All-In-Wonder 9600,RV350,2003-12-03,AGP 8x,"128 MB, DDR, 128 bit",324 MHz,196 MHz,6,4,4
ATI,All-In-Wonder 9600 PRO,RV350,2003-04-01,AGP 8x,"128 MB, DDR, 128 bit",400 MHz,325 MHz,6,4,4
ATI,All-In-Wonder 9700 PRO,R300,2003-01-22,AGP 8x,"128 MB, DDR, 256 bit",325 MHz,310 MHz,12,8,8
ATI,All-In-Wonder 9800 PRO,R350,2003-06-16,AGP 8x,"128 MB, DDR, 256 bit",378 MHz,338 MHz,12,8,8
ATI,All-In-Wonder 9800 SE,R350,2003-09-10,AGP 8x,"128 MB, DDR, 128 bit",378 MHz,297 MHz,8,4,8
ATI,FireGL T2-128,RV350,2003-10-01,AGP 8x,"128 MB, DDR, 128 bit",398 MHz,297 MHz,6,4,4
ATI,FireGL T2-64S,RV350,2003-10-01,AGP 8x,"64 MB, DDR, 128 bit",324 MHz,203 MHz,6,4,4
ATI,FireGL X2-256,R360,2003-03-01,AGP 8x,"256 MB, DDR2, 256 bit",380 MHz,350 MHz,12,8,8
ATI,FireGL X2-256T,R360,2003-10-01,AGP 8x,"256 MB, DDR2, 256 bit",412 MHz,344 MHz,12,8,8
ATI,Mobility FireGL T2,M10,2003-11-01,AGP 4x,"128 MB, DDR, 128 bit",320 MHz,200 MHz,6,4,4
ATI,Mobility Radeon 7000 IGP,RS250,2003-03-01,AGP 4x,System Shared,166 MHz,System Shared,2,3,1
ATI,Mobility Radeon 9000 IGP,RC300,2003-05-01,AGP 4x,System Shared,300 MHz,System Shared,3,2,2
ATI,Mobility Radeon 9000 IGP,RS350,2003-05-01,AGP 4x,System Shared,222 MHz,System Shared,2,2,2
ATI,Mobility Radeon 9000 IGP,RS300,2003-05-01,AGP 8x,System Shared,300 MHz,System Shared,3,2,2
ATI,Mobility Radeon 9100 IGP,RS300,2003-06-23,AGP 4x,System Shared,300 MHz,System Shared,3,2,2
ATI,Mobility Radeon 9100 PRO IGP,RS350,2003-06-23,AGP 4x,System Shared,300 MHz,System Shared,2,2,2
ATI,Mobility Radeon 9200,M9,2003-03-01,AGP 4x,"32 MB, DDR, 64 bit",250 MHz,200 MHz,5,4,4
ATI,Mobility Radeon 9200,M9+,2003-03-01,AGP 8x,"32 MB, DDR, 256 bit",200 MHz,230 MHz,5,4,4
ATI,Radeon 9100,R200,2003-04-01,AGP 4x,"64 MB, DDR, 128 bit",250 MHz,250 MHz,6,8,4
ATI,Radeon 9100 PCI,R200,2003-04-01,PCI,"64 MB, DDR, 128 bit",250 MHz,250 MHz,6,8,4
ATI,Radeon 9200,RV280,2003-05-01,AGP 8x,"128 MB, DDR, 128 bit",250 MHz,200 MHz,5,4,4
ATI,Radeon 9200 LE,RV280,2003-05-01,AGP 8x,"64 MB, DDR, 128 bit",250 MHz,200 MHz,5,4,4
ATI,Radeon 9200 PCI,RV280,2003-05-01,PCI,"128 MB, DDR, 128 bit",250 MHz,200 MHz,5,4,4
ATI,Radeon 9200 PRO,RV280,2003-05-01,AGP 8x,"128 MB, DDR, 128 bit",239 MHz,164 MHz,5,4,4
ATI,Radeon 9200 SE,RV280,2003-03-01,AGP 8x,"64 MB, DDR, 64 bit",200 MHz,166 MHz,5,4,4
ATI,Radeon 9200 SE PCI,RV280,2003-03-01,PCI,"64 MB, DDR, 64 bit",200 MHz,166 MHz,5,4,4
ATI,Radeon 9500,R300,2003-03-01,AGP 8x,"64 MB, DDR, 256 bit",275 MHz,270 MHz,8,4,4
ATI,Radeon 9550,RV350,2003-10-01,AGP 8x,"64 MB, DDR, 128 bit",250 MHz,200 MHz,6,4,4
ATI,Radeon 9550 SE,RV350,2003-03-01,AGP 8x,"64 MB, DDR, 64 bit",250 MHz,200 MHz,6,4,4
ATI,Radeon 9600,RV350,2003-10-01,AGP 8x,"64 MB, DDR, 128 bit",324 MHz,189 MHz,6,4,4
ATI,Radeon 9600 PRO,RV350,2003-10-01,AGP 8x,"128 MB, DDR, 128 bit",400 MHz,300 MHz,6,4,4
ATI,Radeon 9600 SE,RV350,2003-10-01,AGP 8x,"64 MB, DDR, 64 bit",325 MHz,200 MHz,6,4,4
ATI,Radeon 9600 TX,R300,2003-10-07,AGP 8x,"128 MB, DDR, 128 bit",297 MHz,270 MHz,12,8,8
ATI,Radeon 9600 XT,RV360,2003-10-01,AGP 8x,"128 MB, DDR, 128 bit",500 MHz,300 MHz,6,4,4
ATI,Radeon 9800,R350,2003-03-01,AGP 8x,"128 MB, DDR, 256 bit",325 MHz,290 MHz,12,8,8
ATI,Radeon 9800 PRO,R350,2003-03-01,AGP 8x,"128 MB, DDR, 256 bit",380 MHz,340 MHz,12,8,8
ATI,Radeon 9800 PRO,R360,2003-10-01,AGP 8x,"256 MB, DDR, 256 bit",380 MHz,340 MHz,12,8,8
ATI,Radeon 9800 PRO MAXX,R350,Unknown,AGP 8x,"128 MB, DDR, 256 bit",380 MHz,340 MHz,12,8,8
ATI,Radeon 9800 SE,R350,2003-03-01,AGP 8x,"128 MB, DDR, 128 bit",331 MHz,290 MHz,8,4,4
ATI,Radeon 9800 SE,R350,2003-03-01,AGP 8x,"128 MB, DDR, 256 bit",378 MHz,297 MHz,8,4,4
ATI,Radeon 9800 XT,R360,2003-10-01,AGP 8x,"256 MB, DDR, 256 bit",412 MHz,365 MHz,12,8,8
ATI,Radeon 9800 XXL,R360,2003-10-01,AGP 8x,"128 MB, DDR, 256 bit",390 MHz,338 MHz,12,8,8
ATI,All-In-Wonder 9200,RV280,2004-01-26,AGP 8x,"128 MB, DDR, 128 bit",250 MHz,200 MHz,5,4,4
ATI,All-In-Wonder 9200 LE,RV280,2004-01-26,AGP 8x,"128 MB, DDR, 64 bit",250 MHz,166 MHz,5,4,4
ATI,All-In-Wonder 9600 XT,RV360,2004-02-06,AGP 8x,"128 MB, DDR, 128 bit",527 MHz,324 MHz,6,4,4
ATI,All-In-Wonder X800,R420,2004-09-21,AGP 8x,"128 MB, GDDR3, 128 bit",500 MHz,500 MHz,22,16,16
ATI,All-In-Wonder X800 GT,R430,2004-09-21,PCIe 1.0 x16,"128 MB, GDDR3, 128 bit",400 MHz,490 MHz,14,8,8
ATI,All-In-Wonder X800 XT,R420,2004-09-21,AGP 8x,"256 MB, GDDR3, 256 bit",500 MHz,500 MHz,22,16,16
ATI,FireGL V3100,RV370,2004-09-01,PCIe 1.0 x16,"128 MB, DDR, 64 bit",391 MHz,196 MHz,6,4,4
ATI,FireGL V3200,RV380,2004-09-01,PCIe 1.0 x16,"128 MB, DDR, 128 bit",500 MHz,350 MHz,6,4,4
ATI,FireGL V5000,RV410,2004-09-01,PCIe 1.0 x16,"128 MB, GDDR3, 128 bit",450 MHz,350 MHz,14,8,8
ATI,FireGL V5100,R423,2004-05-01,PCIe 1.0 x16,"128 MB, DDR, 256 bit",450 MHz,350 MHz,18,12,12
ATI,FireGL V7100,R423,2004-12-01,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",493 MHz,475 MHz,22,16,16
ATI,FireGL V7100,R480,2004-12-01,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",507 MHz,520 MHz,18,12,12
ATI,FireGL X3-256,R420,2004-08-03,AGP 8x,"256 MB, GDDR3, 256 bit",491 MHz,454 MHz,18,12,12
ATI,Mobility FireGL T2e,M11,2004-08-01,AGP 4x,"128 MB, DDR, 128 bit",450 MHz,225 MHz,6,4,4
ATI,Mobility FireGL V3100,M22,2004-06-01,PCIe 1.0 x16,"128 MB, DDR, 128 bit",350 MHz,200 MHz,6,4,4
ATI,Mobility FireGL V3200,M24,2004-06-01,PCIe 1.0 x16,"128 MB, DDR2, 128 bit",400 MHz,250 MHz,6,4,4
ATI,Mobility Radeon 9500,M10,2004-06-01,AGP 4x,"128 MB, DDR, 64 bit",230 MHz,190 MHz,6,4,4
ATI,Mobility Radeon 9550,M12,2004-06-01,AGP 4x,"64 MB, DDR, 64 bit",250 MHz,243 MHz,6,4,4
ATI,Mobility Radeon 9600,M10,2004-06-01,AGP 8x,"128 MB, DDR, 64 bit",300 MHz,200 MHz,6,4,4
ATI,Mobility Radeon 9600 PRO,M10,2004-06-01,AGP 8x,"128 MB, DDR, 128 bit",333 MHz,200 MHz,6,4,4
ATI,Mobility Radeon 9600 PRO Turbo,M10,2004-02-13,AGP 8x,"128 MB, DDR, 128 bit",337 MHz,243 MHz,6,4,4
ATI,Mobility Radeon 9700,M11,2004-06-01,AGP 8x,"256 MB, DDR, 128 bit",450 MHz,275 MHz,6,4,4
ATI,Mobility Radeon 9700 SE,M10,2004-06-01,AGP 4x,"128 MB, DDR, 64 bit",250 MHz,200 MHz,6,4,4
ATI,Mobility Radeon 9800,M18,2004-07-01,AGP 8x,"256 MB, DDR, 256 bit",350 MHz,300 MHz,12,8,8
ATI,Mobility Radeon X600,M24,2004-06-01,PCIe 1.0 x16,"128 MB, DDR, 128 bit",400 MHz,250 MHz,6,4,4
ATI,Mobility Radeon X600 SE,M24,2004-06-01,PCIe 1.0 x16,"64 MB, DDR, 128 bit",400 MHz,250 MHz,6,4,4
ATI,Mobility Radeon X800,M28,2004-11-01,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",400 MHz,400 MHz,18,12,12
ATI,Radeon 7000 Mac Edition,RV100,2004-03-14,AGP 4x,"32 MB, DDR, 64 bit",183 MHz,183 MHz,1,3,1
ATI,Radeon 7000 Mac Edition PCI,RV100,2004-03-14,PCI,"32 MB, DDR, 64 bit",183 MHz,183 MHz,1,3,1
ATI,Radeon 9000 PRO Mac Edition,RV250,2004-03-14,AGP 4x,"64 MB, DDR, 128 bit",275 MHz,275 MHz,5,4,4
ATI,Radeon 9250,RV280,2004-03-01,AGP 8x,"64 MB, DDR, 64 bit",240 MHz,200 MHz,5,4,4
ATI,Radeon 9250 PCI,RV280,2004-03-01,PCI,"128 MB, DDR, 64 bit",240 MHz,200 MHz,5,4,4
ATI,Radeon 9800 PRO Mac Edition,R360,2004-03-04,AGP Pro 8x,"128 MB, DDR, 256 bit",378 MHz,338 MHz,12,8,8
ATI,Radeon 9800 XT Mac Edition,R360,2004-03-14,AGP Pro 8x,"256 MB, DDR, 256 bit",412 MHz,365 MHz,12,8,8
ATI,Radeon X300,RV370,2004-09-01,PCIe 1.0 x16,"64 MB, DDR, 128 bit",375 MHz,200 MHz,6,4,4
ATI,Radeon X300 LE,RV370,2004-09-01,PCIe 1.0 x16,"64 MB, DDR, 128 bit",325 MHz,200 MHz,6,4,4
ATI,Radeon X300 SE,RV370,2004-09-01,PCIe 1.0 x16,"64 MB, DDR, 64 bit",325 MHz,200 MHz,6,4,4
ATI,Radeon X600,RV370,2004-09-01,PCIe 1.0 x16,"256 MB, DDR, 128 bit",400 MHz,250 MHz,6,4,4
ATI,Radeon X600 PRO,RV370,2004-09-01,PCIe 1.0 x16,"128 MB, DDR, 128 bit",400 MHz,300 MHz,6,4,4
ATI,Radeon X600 PRO,RV380,2004-09-01,PCIe 1.0 x16,"128 MB, DDR, 128 bit",400 MHz,300 MHz,6,4,4
ATI,Radeon X600 SE,RV370,2004-09-01,PCIe 1.0 x16,"128 MB, DDR, 64 bit",325 MHz,250 MHz,6,4,4
ATI,Radeon X600 XT,RV380,2004-09-01,PCIe 1.0 x16,"128 MB, DDR, 128 bit",500 MHz,370 MHz,6,4,4
ATI,Radeon X700,RV410,2004-09-01,PCIe 1.0 x16,"128 MB, DDR, 128 bit",400 MHz,250 MHz,14,8,8
ATI,Radeon X700 AGP,RV410,2004-09-01,AGP 8x,"128 MB, DDR, 128 bit",400 MHz,250 MHz,14,8,8
ATI,Radeon X700 LE,RV410,2004-12-21,PCIe 1.0 x16,"128 MB, DDR, 128 bit",400 MHz,350 MHz,14,8,8
ATI,Radeon X700 PRO,RV410,2004-09-01,PCIe 1.0 x16,"128 MB, GDDR3, 128 bit",425 MHz,430 MHz,14,8,8
ATI,Radeon X700 PRO AGP,RV410,2004-09-01,AGP 8x,"128 MB, DDR, 128 bit",425 MHz,472 MHz,14,8,8
ATI,Radeon X700 XT,RV410,2004-09-01,PCIe 1.0 x16,"128 MB, GDDR3, 128 bit",475 MHz,525 MHz,14,8,8
ATI,Radeon X800,R430,2004-10-01,PCIe 1.0 x16,"256 MB, DDR, 256 bit",400 MHz,350 MHz,18,12,12
ATI,Radeon X800 PRO,R423,2004-05-01,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",475 MHz,450 MHz,18,12,12
ATI,Radeon X800 PRO AGP,R420,2004-05-01,AGP 8x,"256 MB, GDDR3, 256 bit",475 MHz,450 MHz,18,12,12
ATI,Radeon X800 SE,R423,2004-10-04,PCIe 1.0 x16,"128 MB, DDR, 256 bit",425 MHz,700 MHz,14,8,8
ATI,Radeon X800 SE AGP,R420,2004-09-01,AGP 8x,"256 MB, DDR, 256 bit",450 MHz,400 MHz,14,8,8
ATI,Radeon X800 VE AGP,R420,2004-09-01,AGP 8x,"256 MB, GDDR3, 256 bit",425 MHz,398 MHz,22,16,16
ATI,Radeon X800 XL,R430,2004-12-01,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",400 MHz,490 MHz,22,16,16
ATI,Radeon X800 XL AGP,R430,2004-05-01,AGP 8x,"256 MB, GDDR3, 256 bit",400 MHz,500 MHz,22,16,16
ATI,Radeon X800 XT,R423,2004-12-01,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",500 MHz,500 MHz,22,16,16
ATI,Radeon X800 XT AGP,R420,2004-03-01,AGP 8x,"256 MB, GDDR3, 256 bit",500 MHz,500 MHz,22,16,16
ATI,Radeon X800 XT Mac Edition,R423,2004-12-01,AGP Pro 8x,"256 MB, GDDR3, 256 bit",475 MHz,500 MHz,22,16,16
ATI,Radeon X800 XT Platinum,R423,2004-03-01,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",520 MHz,560 MHz,22,16,16
ATI,Radeon X800 XT Platinum AGP,R420,2004-05-01,AGP 8x,"256 MB, GDDR3, 256 bit",520 MHz,560 MHz,22,16,16
ATI,Radeon X850 PRO,R480,2004-12-01,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",507 MHz,520 MHz,18,12,12
ATI,Radeon X850 XT,R480,2004-12-01,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",520 MHz,540 MHz,22,16,16
ATI,Radeon X850 XT Platinum,R480,2004-12-21,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",540 MHz,590 MHz,22,16,16
ATI,Radeon Xpress 200 IGP,RC410,2004-11-08,PCI,System Shared,300 MHz,System Shared,4,2,2
ATI,Radeon Xpress 200 IGP,RS480,2004-11-08,PCIe 1.0 x16,System Shared,300 MHz,System Shared,6,4,4
ATI,All-In-Wonder 2006 Edition,RV515,2005-12-22,PCIe 1.0 x16,"256 MB, DDR2, 128 bit",450 MHz,400 MHz,6,4,4
ATI,All-In-Wonder 2006 Edition AGP,RV350,2005-04-29,AGP 8x,"256 MB, DDR, 128 bit",324 MHz,196 MHz,6,4,4
ATI,All-In-Wonder X1800 XL,R520,2005-10-27,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",500 MHz,500 MHz,24,16,16
ATI,All-In-Wonder X600,RV370,2005-07-01,PCIe 1.0 x16,"256 MB, DDR, 128 bit",400 MHz,300 MHz,6,4,4
ATI,All-In-Wonder X800 VE,R420,2005-04-27,AGP 8x,"256 MB, GDDR3, 128 bit",425 MHz,400 MHz,14,8,8
ATI,All-In-Wonder X800 XL,R430,2005-01-21,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",400 MHz,490 MHz,22,16,16
ATI,FireGL V3300,RV515,2005-10-01,PCIe 1.0 x16,"128 MB, DDR2, 64 bit",600 MHz,400 MHz,6,4,4
ATI,FireGL V3350,RV515,2005-10-01,PCIe 1.0 x16,"256 MB, DDR2, 64 bit",600 MHz,400 MHz,6,4,4
ATI,FireGL V3400,RV530,2005-10-01,PCIe 1.0 x16,"128 MB, GDDR3, 128 bit",500 MHz,500 MHz,17,4,4
ATI,FireGL V5200,RV530,2005-10-01,PCIe 1.0 x16,"128 MB, GDDR3, 128 bit",600 MHz,700 MHz,17,4,4
ATI,FireGL V7200,R480,2005-10-01,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",600 MHz,650 MHz,24,16,16
ATI,FireGL V7200,R520,2005-10-01,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",600 MHz,650 MHz,24,16,16
ATI,FireGL V7300,R520,2005-10-01,PCIe 1.0 x16,"512 MB, GDDR3, 256 bit",594 MHz,648 MHz,24,16,16
ATI,FireGL V7350,R520,2005-10-01,PCIe 1.0 x16,"1024 MB, GDDR3, 256 bit",600 MHz,650 MHz,24,16,16
ATI,Mobility FireGL V5000,M26,2005-02-03,PCIe 1.0 x16,"128 MB, GDDR3, 128 bit",350 MHz,425 MHz,14,8,8
ATI,Mobility Radeon X200 IGP,RS480,2005-05-31,PCIe 1.0 x16,System Shared,301 MHz,System Shared,4,2,2
ATI,Mobility Radeon X200 IGP,RS400,2005-05-31,PCIe 1.0 x16,System Shared,301 MHz,System Shared,4,2,2
ATI,Mobility Radeon X300,M22,2005-11-01,PCIe 1.0 x16,"128 MB, DDR, 64 bit",350 MHz,250 MHz,6,4,4
ATI,Mobility Radeon X300 IGP,RS480,2005-05-31,PCIe 1.0 x16,System Shared,301 MHz,System Shared,4,2,2
ATI,Mobility Radeon X700,M26,2005-03-01,PCIe 1.0 x16,"128 MB, DDR, 128 bit",350 MHz,300 MHz,14,8,4
ATI,Mobility Radeon X700 XL,M26,2005-03-01,PCIe 1.0 x16,"128 MB, DDR, 128 bit",350 MHz,330 MHz,14,8,4
ATI,Mobility Radeon X800 XT,M28,2005-06-01,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",480 MHz,550 MHz,22,16,16
ATI,Radeon 9550 XT,RV350,2005-05-04,AGP 8x,"128 MB, DDR, 128 bit",425 MHz,325 MHz,6,4,4
ATI,Radeon X1300,RV516,2005-10-05,PCIe 1.0 x16,"128 MB, DDR, 128 bit",450 MHz,250 MHz,6,4,4
ATI,Radeon X1300,RV515,2005-12-01,PCIe 1.0 x16,"256 MB, DDR, 128 bit",450 MHz,250 MHz,6,4,4
ATI,Radeon X1300 AGP,RV515,2005-12-01,AGP 8x,"256 MB, DDR, 128 bit",450 MHz,250 MHz,6,4,4
ATI,Radeon X1300 LE,RV515,2005-10-05,PCIe 1.0 x16,"64 MB, DDR, 64 bit",450 MHz,250 MHz,6,4,4
ATI,Radeon X1300 PCI,RV516,2005-10-05,PCI,"128 MB, DDR2, 64 bit",450 MHz,250 MHz,6,4,4
ATI,Radeon X1300 PCI,RV515,2005-10-05,PCI,"128 MB, DDR, 128 bit",450 MHz,250 MHz,6,4,4
ATI,Radeon X1300 PRO,RV515,2005-10-01,PCIe 1.0 x16,"128 MB, DDR, 128 bit",600 MHz,400 MHz,6,4,4
ATI,Radeon X1300 PRO AGP,RV515,2005-10-01,AGP 8x,"256 MB, DDR, 128 bit",600 MHz,400 MHz,6,4,4
ATI,Radeon X1800 CrossFire Edition,R520,2005-12-20,PCIe 1.0 x16,"512 MB, GDDR3, 256 bit",600 MHz,700 MHz,24,16,16
ATI,Radeon X1800 XL,R520,2005-10-01,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",500 MHz,500 MHz,24,16,16
ATI,Radeon X1800 XT,R520,2005-10-01,PCIe 1.0 x16,"512 MB, GDDR3, 256 bit",600 MHz,700 MHz,24,16,16
ATI,Radeon X550,RV370,2005-07-01,PCIe 1.0 x16,"128 MB, DDR, 128 bit",400 MHz,250 MHz,6,4,4
ATI,Radeon X550 HyperMemory,RV370,2005-07-01,PCIe 1.0 x16,"256 MB, DDR2, 128 bit",400 MHz,250 MHz,6,4,4
ATI,Radeon X700 SE,RV410,2005-04-01,PCIe 1.0 x16,"128 MB, DDR, 64 bit",400 MHz,250 MHz,10,4,4
ATI,Radeon X740 XL,RV410,2005-03-07,PCIe 1.0 x16,"128 MB, GDDR3, 128 bit",425 MHz,450 MHz,14,8,8
ATI,Radeon X800 CrossFire Edition,R423,2005-10-28,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",500 MHz,500 MHz,22,16,16
ATI,Radeon X800 GT,R480,2005-11-01,PCIe 1.0 x16,"128 MB, DDR, 256 bit",475 MHz,493 MHz,18,12,12
ATI,Radeon X800 GT,R430,2005-11-01,PCIe 1.0 x16,"128 MB, DDR, 256 bit",475 MHz,493 MHz,14,8,8
ATI,Radeon X800 GT AGP,R481,2005-11-01,AGP 8x,"256 MB, GDDR3, 256 bit",475 MHz,493 MHz,18,12,12
ATI,Radeon X800 GTO,R480,2005-11-01,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",400 MHz,400 MHz,18,12,12
